text,airline_sentiment
could email resent doesnt appear arrived,negative
yes please trying get pop newark,neutral
follow order dmcome,negative
united coupon make broken entertainment system hour flight seriously ridiculousness learncustomerservice,negative
didnt drop bag overnight amp im leaving week supposed hold bag,negative
dm detail still response book today,negative
know probably way get cheaper airfare ticket flight leaving hour 🙏,neutral
someone please explain process happens property found plane passenger leave heathrow,neutral
able dm confirmation number,negative
ive sent message let know got im twitterliterate also really going stuck hr,negative
unhappy response complaint emailed nd feb ref awful customer service,negative
dm work,neutral
private jet would cool work ill try,positive
given option using united travelbank recent flight booking problem help using recouping fund thanks,negative
common keep paper work ready dont delay flightsand meeting,negative
yulord,neutral
yep thats correct got email flight cancelled flightled doesnt matter flight atl delayed thx,negative
k problem getting fll iah sent dm making connection please let know,negative
done done,neutral
thanks sent,positive
im grounded montreal ua missing connection ua st louis helpdo private jet,negative
im frustrated nervous,negative
one make difficult,negative
im child im someone issue flying prepares ahead time reduce distress caused plane,negative
get cancelled flightled hour take,negative
always happens guy make traveling incredibly stressful uncomfortable good business,negative
someone severe anxiety one person help isnt next,negative
im seeking go client bc u cant get need refund filled form confident work past indication,negative
thnx response bot seems improvement could easily attained st class service really worth,neutral
unrivalled access california flight u uk airport nonstop onestop connection yearround,positive
booked award tix thaiairways im seeing conf united flight booking problem get get thai,neutral
luckily made flight time disappointed lack communication,negative
checking see flight atlord got cancelled flighted,negative
service far horrid wanted end trip high note guess thats option,negative
booked flight home month ago requested seat together fiancée got middle seat unacceptable,negative
guy horrible,negative
thnx info,positive
pay wifi international business ticket pennypincher,negative
ok top thing youve lost luggage could get worse unitedairlines,negative
kudos cancelled flightling flight dfw morning united usually first panic,positive
luggage broken youcouldntmakethis brokenwheel,negative
flight dfw ord currently ontime see advisory dfw may affected weather,neutral
maybe one day youll one quoted,negative
flight delayedno one remembered turn heat flight leaving ordseriously,negative
another awesome new plane flight extremely nice captain steve connolly,positive
speak real person get resolved politely efficiently,negative
hadnt filed refund claim told charge dm disputed bank hence would like,negative
bag make flight iad second day without clothes pretty inconvenient pretty curious unitedairlines,negative
every united flight saipan guam adventure never know old plane operational,positive
hence ive asking customer service phone number speak real person get sorted,negative
bag leave washington yet would convenient seeing left day ago unitedairlines lostluggage,negative
im flying st class one leg chicago long flight china still able use lounge chicago,neutral
according dm im owed refund please may provided contact number go bank file claim,negative
hour ago need work bag make hotel time need go elsewhere,negative
okay thank,neutral
ive filed claim way calling update another way,neutral
pls properly train agent requested speak k customer service amp transferred dead end even open hr,negative
thanks remembering load bag onto connecting flight oh wait forgot iceland fun clothes,negative
thank cheese platter abundance entertainment option time flew,positive
customer service atrocious disrupted travel plan lost luggage impossible talk human,negative
terminal mia food open esp flight two hour early like recommended cant eat,negative
